AnonPuid,Product_new_group_update,tot_cnt,PI_Others,PI_Productivity_App,PI_Entertainment_App,PI_Casual_game,PI_Core_game,PI_Others_OperatingSystem,PI_Others_Pass,PI_MMTV,PI_Other_App,PI_Others_Device,PI_Others_Bundle,PI_Others_Music,tot_Usage_Engagement,Usage_Others,Usage_Productivity_App,Usage_Entertainment_App,Usage_Casual_game,Usage_Core_game,Usage_Others_OperatingSystem,Usage_Others_Pass,Usage_MMTV,Usage_Other_App,Usage_Others_Device,Usage_Others_Bundle,Usage_Others_Music
259,Others,7,0.857142857,0.571428571,0.571428571,0.285714286,0,0,0,0,0,0,0,0,29348123,0,0,22741843,6606280,0,0,0,0,0,0,0,0
260,Others,1,1,0,0,0,0,0,0,0,0,0,0,0,136484,0,136484,0,0,0,0,0,0,0,0,0,0
261,Others,14,0.928571429,0.142857143,0.285714286,0.428571429,0,0,0,0,0,0,0,0,999639,0,453468,359235,0,0,0,186936,0,0,0,0,0
262,Others,3,1,0,0,0,0,0,0,0,0,0,0,0,1110,0,0,1110,0,0,0,0,0,0,0,0,0
263,Others,18,0.944444444,0,0.166666667,0.277777778,0,0,0,0,0,0,0,0,5053217,0,1883439,1984044,902297,0,0,0,283437,0,0,0,0
264,Entertainment_App,2,1,0,0,0,0,0,0,0,0,0,0,0,20103941,0,460000,19639504,0,0,0,0,4437,0,0,0,0
265,Casual_game,29,0.034482759,0,0,0.965517241,0,0,0,0,0,0,0,0,572173676,0,271719,1009368,570892589,0,0,0,0,0,0,0,0
266,Productivity_App,1,1,0,0,0,0,0,0,0,0,0,0,0,2690550,0,2690550,0,0,0,0,0,0,0,0,0,0
267,Others,1,1,0,0,0,0,0,0,0,0,0,0,0,123532,0,114360,9172,0,0,0,0,0,0,0,0,0
268,Others,10,0.9,0.4,0.7,0,0,0,0,0,0,0,0,0,3814858,0,2974781,717092,0,0,0,0,122985,0,0,0,0
269,Productivity_App,5,1,0.6,0,0,0,0,0,0,0,0,0,0,32640,0,32640,0,0,0,0,0,0,0,0,0,0
270,Productivity_App,1,0,0,1,0,0,0,0,0,0,0,0,0,496500,0,26345,470155,0,0,0,0,0,0,0,0,0
271,Others,2,0.5,0.5,0,0,0,0,0,0,0,0,0,0,58220,0,2141,56079,0,0,0,0,0,0,0,0,0
272,Entertainment_App,2,1,0,0,0,0,0,0,0,0,0,0,0,36022235,0,36022235,0,0,0,0,0,0,0,0,0,0
273,Productivity_App,9,0.555555556,0.111111111,0,0,0.777777778,0,0,0,0,0,0,0,5360004,0,334750,115879,0,0,0,0,4909375,0,0,0,0
274,Others,2,0.5,0.5,0,0,0,0,0,0,0,0,0,0,1687531,0,1654890,0,0,0,0,0,32641,0,0,0,0
275,Others,2,1,0,0,0,0,0,0,0,0,0,0,0,61293057,0,7826942,2016,0,0,0,53346443,117656,0,0,0,0
276,Others,9,1,0,0,0,0,0,0,0,0,0,0,0,1624687,0,1619296,5391,0,0,0,0,0,0,0,0,0
277,Others,76,0.894736842,0.039473684,0.052631579,0.684210526,0.171052632,0,0,0.052631579,0.013157895,0,0,0,149930538,0,1623762,67985444,80133582,0,0,0,187750,0,0,0,0
278,Others,6,0.833333333,0.166666667,0.5,0,0,0,0,0,0,0,0,0,311498,0,37828,273670,0,0,0,0,0,0,0,0,0
279,Others,4,1,0.5,0,0,0,0,0,0,0,0,0,0,34281,0,0,1234,0,0,0,0,33047,0,0,0,0
280,Others,1,1,0,0,0,0,0,0,0,0,0,0,0,260343,0,203687,5937,0,0,0,0,50719,0,0,0,0
281,Casual_game,17,0.882352941,0.058823529,0.117647059,0.470588235,0,0,0,0,0,0,0,0,78974579,0,389766,41690659,36894154,0,0,0,0,0,0,0,0
282,Others,12,0.833333333,0.083333333,0.333333333,0,0.166666667,0,0,0,0,0,0,0,27558573,0,19140,8438677,0,18638786,0,37298,424672,0,0,0,0
283,Others,1,0,1,0,0,0,0,0,0,0,0,0,0,35953,0,35953,0,0,0,0,0,0,0,0,0,0
284,Core_game,1,1,0,1,0,0,0,0,0,0,0,0,0,190109,0,0,153235,0,36874,0,0,0,0,0,0,0
285,Others,6,0.666666667,0,0.333333333,0,0.166666667,0,0,0,0.166666667,0,0,0,48938,0,0,48938,0,0,0,0,0,0,0,0,0
286,Others,6,0.666666667,0.5,0.166666667,0,0,0,0,0,0,0,0.166666667,0,1539379,0,883797,559784,0,0,0,0,95798,0,0,0,0
287,Others,8,0.625,0.375,0,0,0,0,0,0,0,0,0,0,12530608,0,1343,12529265,0,0,0,0,0,0,0,0,0
288,Others_Operating System,2,1,0,0,0,0,0,0,0,0,0,0,0,44219,0,15031,0,0,0,0,0,29188,0,0,0,0
289,Others,2,1,0,0,0,0,0,0,0,0,0,0,0,667750,0,0,0,0,0,0,0,667750,0,0,0,0
290,Others_Operating System,22,0.545454545,0,0,0.5,0.136363636,0,0,0.045454545,0,0,0,0,3899819,0,0,3601319,271672,26828,0,0,0,0,0,0,0
291,Others,4,1,0,0,0,0,0,0,0,0,0,0,0,4000,0,0,4000,0,0,0,0,0,0,0,0,0
292,Others,36,0.888888889,0.027777778,0,0.583333333,0.138888889,0,0,0,0,0,0,0,111003368,0,10499,2545810,95136997,13310062,0,0,0,0,0,0,0
293,Others,34,0.735294118,0.029411765,0.029411765,0.588235294,0.058823529,0.029411765,0.058823529,0,0,0.029411765,0.029411765,0,565547,0,1672,563875,0,0,0,0,0,0,0,0,0
294,Productivity_App,3,1,0,0,0,0,0,0,0,0,0,0,0,175405,0,98484,343,0,0,0,0,76578,0,0,0,0
295,MMTV,4,0.5,0,0.5,0,0,0,0,0,0,0,0,0,68162172,0,36312,68125860,0,0,0,0,0,0,0,0,0
296,Others,8,1,0.125,0,0.5,0,0,0,0,0,0,0,0,29485181,0,3224598,1776813,24357785,0,0,0,125985,0,0,0,0
297,Others,11,0.909090909,0.090909091,0,0,0,0,0,0,0,0,0,0,15984475,0,15796302,188173,0,0,0,0,0,0,0,0,0
298,Others,5,1,0,0,0,0,0,0,0,0,0,0,0,144515,0,6358,138157,0,0,0,0,0,0,0,0,0
299,Others,19,0.736842105,0.421052632,0.052631579,0.157894737,0,0,0,0,0.052631579,0,0,0,1955109,0,705266,664999,584844,0,0,0,0,0,0,0,0
300,Others,3,0.666666667,0.333333333,0,0,0,0,0,0,0,0,0,0,9323646,0,4019171,5288241,0,0,0,0,16234,0,0,0,0
301,Others,18,1,0,0.055555556,0.666666667,0.055555556,0,0,0,0,0,0,0,22986023,0,650547,514223,21821253,0,0,0,0,0,0,0,0
302,Others,4,0.5,0.25,0.5,0,0,0,0,0,0,0,0,0,13560480,0,4019836,9540644,0,0,0,0,0,0,0,0,0
303,Others,4,1,0,0,0.75,0,0,0,0,0,0,0,0,49828,0,0,49828,0,0,0,0,0,0,0,0,0
304,Others,34,0.911764706,0.588235294,0.117647059,0.029411765,0.088235294,0,0.058823529,0,0,0,0,0,37295450,0,462359,937730,0,0,0,0,35895361,0,0,0,0
305,Others,3,1,0,1,0,0,0,0,0,0,0,0,0,1569038,0,1152806,416232,0,0,0,0,0,0,0,0,0
306,Productivity_App,2,0,0.5,0,0.5,0,0,0,0,0,0,0,0,28510532,0,5943154,2687,0,0,0,22564691,0,0,0,0,0
307,Others,8,0.875,0.125,0.125,0.375,0.25,0,0,0,0,0,0,0,36920643,0,535328,4014127,23313125,9058063,0,0,0,0,0,0,0
308,Productivity_App,1,0,1,0,0,0,0,0,0,0,0,0,0,10671769,0,7258862,2974810,0,0,0,0,438097,0,0,0,0
309,Others,24,0.833333333,0.375,0.125,0.125,0.083333333,0,0,0,0.166666667,0,0,0,2815620,0,2107054,432861,233142,0,0,0,42563,0,0,0,0
310,Others,21,0.857142857,0.047619048,0.428571429,0.047619048,0.380952381,0,0,0.047619048,0,0,0,0,12919200,0,88250,11634995,0,0,0,0,1195955,0,0,0,0
311,Others,3,0.333333333,0,0,0.666666667,0,0,0,0,0,0,0,0,93851338,0,0,10869063,82982275,0,0,0,0,0,0,0,0
312,Others,6,1,0,0.666666667,0,0,0,0,0,0,0,0,0,24110816,0,1760001,4446252,17692985,0,0,211578,0,0,0,0,0
313,Others,1,1,1,0,0,0,0,0,0,0,0,0,0,340969,0,178422,96062,0,66485,0,0,0,0,0,0,0
314,Others,1,1,0,0,0,0,0,0,0,0,0,0,0,45029,0,45029,0,0,0,0,0,0,0,0,0,0
315,Others,8,0.875,0.375,0.5,0,0,0,0,0,0.125,0,0,0,12966312,0,4431754,7923700,586811,0,0,24047,0,0,0,0,0
316,Productivity_App,31,0.741935484,0.516129032,0.258064516,0.032258065,0,0,0,0,0,0,0,0,26554784,0,26289329,174424,0,0,0,0,91031,0,0,0,0
317,Others,3,1,0.666666667,0,0,0,0,0,0,0,0,0,0,74845412,0,73786670,1058742,0,0,0,0,0,0,0,0,0
318,Core_game,5,0.2,0.2,0,0.4,0.2,0,0,0,0,0,0,0,23875601,0,4531,23871070,0,0,0,0,0,0,0,0,0
319,Others,5,0.2,0.4,0.4,0,0,0,0,0,0,0,0,0,381156,0,378829,2327,0,0,0,0,0,0,0,0,0
320,Productivity_App,6,1,0,0,0,0,0,0,0,0,0,0,0,344780,0,309093,35687,0,0,0,0,0,0,0,0,0
321,Productivity_App,1,0,1,0,0,0,0,0,0,0,0,0,0,4342973,0,91753,0,4251220,0,0,0,0,0,0,0,0
322,Productivity_App,2,0,0,0.5,0,0,0.5,0,0,0,0,0,0,18952,0,18952,0,0,0,0,0,0,0,0,0,0
323,Productivity_App,11,0.272727273,0.727272727,0.363636364,0.090909091,0,0,0,0,0,0,0,0,146376,0,53376,93000,0,0,0,0,0,0,0,0,0
324,Core_game,6,0.666666667,0.166666667,0,0,0.5,0,0,0,0,0,0,0,668908,0,377438,32,0,291438,0,0,0,0,0,0,0
325,Productivity_App,4,0.75,0.25,0.25,0,0,0,0,0,0,0,0,0,12911516,0,10482345,253079,0,558859,0,0,1617233,0,0,0,0
326,Entertainment_App,3,1,0.333333333,0,0,0,0,0,0,0,0,0,0,6468936,0,1308142,3461264,0,0,0,1699530,0,0,0,0,0
327,Others,4,1,0,0,0.25,0.25,0,0,0,0,0,0,0,3250108,0,3165188,84920,0,0,0,0,0,0,0,0,0
328,Core_game,5,0,0.4,0.2,0.2,0.2,0,0,0,0,0,0,0,73538701,0,2261638,71277063,0,0,0,0,0,0,0,0,0
329,Productivity_App,4,0.25,0.5,0.5,0,0,0,0,0,0,0,0,0,721545421,0,24709806,696835615,0,0,0,0,0,0,0,0,0
330,Others,2,1,0,0,0,0,0,0,0,0,0,0,0,655095,0,0,0,0,0,0,0,655095,0,0,0,0
331,Others,1,1,1,0,0,0,0,0,0,0,0,0,0,8313,0,8313,0,0,0,0,0,0,0,0,0,0
332,Others,8,1,0.375,0,0.125,0,0,0,0,0,0,0,0,517856,0,3203,487576,0,0,0,0,27077,0,0,0,0
333,Others,49,1,0,0.06122449,0.408163265,0,0,0,0,0,0,0,0,24581108,0,166578,145077,24269453,0,0,0,0,0,0,0,0
334,Others,10,0.8,0.2,0,0.2,0.4,0,0.1,0.1,0,0,0,0,47767371,0,1750904,3931455,0,42085012,0,0,0,0,0,0,0
335,Others,5,1,0.6,0,0,0,0,0.4,0,0,0,0,0,249173654,0,16422,403282,248753950,0,0,0,0,0,0,0,0
336,Others,4,0.75,0,0.25,0,0,0,0,0,0,0,0,0,592407,0,7984,584423,0,0,0,0,0,0,0,0,0
337,Others,3,0.666666667,0,0,0.333333333,0,0,0,0,0,0,0,0,2543095,0,1609,11313,2530173,0,0,0,0,0,0,0,0
338,Others,1,1,0,0,0,0,0,0,0,0,0,0,0,253328,0,253078,250,0,0,0,0,0,0,0,0,0
339,Productivity_App,8,0.75,0,0.25,0.125,0,0,0,0,0,0,0,0,44016387,0,17620071,14911145,11485171,0,0,0,0,0,0,0,0
340,Others,1,0,1,0,0,0,0,0,0,0,0,0,0,9158,0,9031,127,0,0,0,0,0,0,0,0,0
341,Others,3,1,0,0.333333333,0,0,0,0,0,0,0,0,0,33922,0,0,33922,0,0,0,0,0,0,0,0,0
342,Others,6,0.5,0,0.166666667,0.166666667,0,0,0,0.333333333,0,0,0,0,567545,0,103562,463983,0,0,0,0,0,0,0,0,0
343,Others,19,0.736842105,0.578947368,0.052631579,0.210526316,0,0,0,0,0,0,0,0,1712373,0,0,585327,1127046,0,0,0,0,0,0,0,0
344,Others,5,0.6,0.2,0.2,0,0,0,0,0,0,0.2,0,0,27844,0,0,27844,0,0,0,0,0,0,0,0,0
345,Others,2,1,0,0,0,0,0,0,0,0,0,0,0,600689,0,587767,12922,0,0,0,0,0,0,0,0,0
346,Others,3,1,0.333333333,0.666666667,0,0,0,0,0,0,0,0,0,302329,0,0,302329,0,0,0,0,0,0,0,0,0
347,Others,10,0.8,0.2,0.1,0,0,0,0,0,0,0,0,0,105783898,0,7973284,97809426,1188,0,0,0,0,0,0,0,0
348,Others,1,1,0,0,0,0,0,0,0,0,0,0,0,15875,0,15875,0,0,0,0,0,0,0,0,0,0
349,Others,28,0.964285714,0,0,0.142857143,0.214285714,0,0,0,0,0,0,0,82280220,0,0,13920380,0,68359840,0,0,0,0,0,0,0
350,Others,11,0.636363636,0.363636364,0.090909091,0,0,0,0,0,0,0,0,0,569981,0,155577,414404,0,0,0,0,0,0,0,0,0
351,Casual_game,6,1,0.333333333,0.166666667,0,0,0,0.166666667,0,0,0,0,0,32442776,0,18682133,13745018,0,0,0,0,15625,0,0,0,0
352,Others,7,1,0,0,0.428571429,0.428571429,0,0,0,0,0,0,0,6791766,0,122672,6591719,0,0,0,0,77375,0,0,0,0
353,Others,11,0.727272727,0.363636364,0.363636364,0,0.090909091,0,0,0,0.090909091,0,0,0,38111447,0,353505,37744270,0,0,0,0,13672,0,0,0,0
354,Others,14,1,0.142857143,0.142857143,0.142857143,0.071428571,0,0,0,0,0,0,0,4037815,0,3440847,238688,358280,0,0,0,0,0,0,0,0
355,Others,81,0.987654321,0,0,0.012345679,0.012345679,0,0,0,0,0,0,0,53438,0,26859,26579,0,0,0,0,0,0,0,0,0
356,Others,5,1,0,0,0,0,0,0,0,0,0,0,0,1673257,0,1549069,83860,0,40328,0,0,0,0,0,0,0
357,Others,14,0.928571429,0.142857143,0,0.071428571,0.142857143,0,0.071428571,0,0,0,0,0,3324238,0,245111,1484001,0,1595126,0,0,0,0,0,0,0
358,Others,6,1,0,0.166666667,0.166666667,0,0,0,0,0,0,0,0,173879965,0,875112,172995666,9187,0,0,0,0,0,0,0,0
359,Others,1,1,0,0,0,0,0,0,0,0,0,0,0,297747,0,69124,210937,0,0,0,17686,0,0,0,0,0
360,Others,5,1,0,0.2,0,0,0,0,0,0,0,0,0,1143499,0,150765,992734,0,0,0,0,0,0,0,0,0
361,Others,3,0.666666667,0.666666667,0,0,0,0,0,0,0,0,0,0,164283911,0,405310,163878601,0,0,0,0,0,0,0,0,0
362,Others,7,1,0.142857143,0.142857143,0.285714286,0,0,0,0,0,0,0,0,2122689,0,0,1301798,820891,0,0,0,0,0,0,0,0
363,Entertainment_App,3,1,0,0,0,0,0,0,0,0,0,0,0,1141,0,0,1141,0,0,0,0,0,0,0,0,0
364,Casual_game,28,0.964285714,0,0,0.821428571,0.214285714,0,0,0,0,0,0,0,123665784,0,747795,1424849,113361061,8132079,0,0,0,0,0,0,0
365,Others_Pass,5,0.8,0.2,0.6,0,0,0,0,0,0,0,0,0,1895207,0,831640,1063567,0,0,0,0,0,0,0,0,0
366,Productivity_App,6,0.166666667,0.666666667,0,0.166666667,0,0,0,0,0,0,0,0,17625,0,0,17625,0,0,0,0,0,0,0,0,0
367,Others,2,0,0.5,0.5,0,0,0,0,0,0,0,0,0,512348,0,462439,14391,0,0,0,0,35518,0,0,0,0
368,Others,2,1,0,0,0,0,0,0,0,0,0,0,0,16923,0,0,16923,0,0,0,0,0,0,0,0,0
369,Others,2,0.5,0,0.5,0,0,0,0,0,0,0,0,0,3497328,0,0,3497328,0,0,0,0,0,0,0,0,0
370,Others,1,1,0,0,0,0,0,0,0,0,0,0,0,919668,0,919668,0,0,0,0,0,0,0,0,0,0
371,Others,13,0.769230769,0.384615385,0.153846154,0.230769231,0.076923077,0,0,0,0,0,0,0,5228410,0,4535768,692642,0,0,0,0,0,0,0,0,0
372,Others,21,0.571428571,0.761904762,0,0,0,0,0,0,0,0,0,0,2068174,0,1601254,466920,0,0,0,0,0,0,0,0,0
373,Others,1,1,0,0,0,0,0,0,0,0,0,0,0,183595,0,141985,41610,0,0,0,0,0,0,0,0,0
374,Others,3,0,0.666666667,0.333333333,0,0,0,0,0,0,0,0,0,2352282,0,150344,8187,0,0,0,0,2193751,0,0,0,0
375,Others,8,0.375,0.125,0,0,0.5,0,0,0,0,0,0,0,39489121,0,105266,39383855,0,0,0,0,0,0,0,0,0
376,Others,2,0.5,1,0.5,0,0,0,0,0,0,0,0,0,13438578,0,11999045,1439533,0,0,0,0,0,0,0,0,0
377,Others,14,0.785714286,0,0.285714286,0.357142857,0.357142857,0,0,0,0,0,0,0,11814844,0,5154892,5772124,0,0,0,887828,0,0,0,0,0
378,Entertainment_App,3,1,0,0,0,0,0,0,0,0,0,0,0,1443452,0,1443437,15,0,0,0,0,0,0,0,0,0
379,Productivity_App,3,1,0,0,0,0,0,0,0,0,0,0,0,1782580,0,1723815,58765,0,0,0,0,0,0,0,0,0
380,Others,12,0.75,0,0.083333333,0,0,0,0.166666667,0,0,0,0,0,351125,0,227406,123719,0,0,0,0,0,0,0,0,0
381,Others,4,1,0,0,0,0,0,0,0,0,0,0,0,1457206,0,721358,251,0,0,0,735597,0,0,0,0,0
382,Others,4,1,0.25,0.5,0,0,0,0,0,0,0,0,0,279999,0,191171,88828,0,0,0,0,0,0,0,0,0
383,Others,1,1,0,0,0,0,0,0,0,0,0,0,0,9513567,0,600081,8913486,0,0,0,0,0,0,0,0,0
384,Others,2,1,0.5,0,0,0,0,0,0,0,0,0,0,5266764,0,5059343,132156,53375,0,0,21890,0,0,0,0,0
385,Productivity_App,5,0.8,0.2,0,0.8,0,0,0,0,0,0,0,0,2447360,0,1844,141657,2303859,0,0,0,0,0,0,0,0
386,Others,15,0.933333333,0.066666667,0.066666667,0,0.4,0,0,0,0,0,0,0,41384989,0,67640,5471501,0,35845848,0,0,0,0,0,0,0
387,Others,3,1,0,0,0,0,0,0,0,0,0,0,0,8792969,0,239015,2832628,234436,4899452,0,0,587438,0,0,0,0
388,Others,7,1,0.142857143,0,0.285714286,0,0,0,0,0,0,0,0,133687,0,0,133687,0,0,0,0,0,0,0,0,0
389,Core_game,2,0.5,0,0,0.5,0,0,0,0,0,0,0,0,11052020,0,131749,1482237,0,9438034,0,0,0,0,0,0,0
390,Others,18,0.944444444,0.111111111,0,0.222222222,0.444444444,0,0.111111111,0.055555556,0,0,0.055555556,0,6884235,0,1110265,5763720,0,10250,0,0,0,0,0,0,0
391,Others,2,1,0,0.5,0,0,0,0,0,0,0,0,0,9924721,0,96106,9828615,0,0,0,0,0,0,0,0,0
392,Productivity_App,3,0.666666667,0,0.666666667,0.333333333,0,0,0,0.333333333,0,0,0,0,47413165,0,58421,47354744,0,0,0,0,0,0,0,0,0
